,(Los Angeles),(Miami),(London),(Amsterdam),(Beijing),(Sydney)
148,21.087773949389184,18.16692725985518,98.83660590673449,103.87330466696355,214.26047857709634,257.1175683437564
149,34.06402207580076,6.051131694478648,86.80422270038805,91.82975450120398,201.51975332256774,244.11433090800136
150,31.205020325272447,17.914982081183833,88.53122622761342,93.55772486489236,205.1493385647131,251.04284474073216
151,39.354079359345135,10.226139574832722,80.33440082714046,85.37079454742403,195.9637864051973,240.47558013177255
152,14.497881907529807,28.397760144122305,105.60716125269737,110.63453741288214,222.07498735559662,266.63802779735965
153,28.214861338784416,16.168111057297907,91.23302241765833,96.26786531992632,207.4188953352849,252.20039306322698
154,39.19132893165284,10.124862749083208,80.505533619882,85.54187016736032,196.1236291953974,240.6036940479967
155,229.42895055822797,190.7694076193028,122.50762875235706,118.60643078809814,47.230235602287564,51.25742561516803
156,45.328245323814436,16.390790059518125,74.11257176088147,79.14790990757558,190.44102337114768,236.6675950811704
157,224.3607965789234,185.76925200092174,115.36705532686409,111.31946756421083,40.24736468721819,59.040059938384985
158,6.002077793634719,41.78400041670817,120.33312224591529,125.35678850180942,236.8476544868762,280.77980585308825
159,41.01128152746634,13.5078336031524,78.43957652685879,83.47628495467305,194.5617969424053,240.08230636103315
160,38.68212262261867,0.3408456533220572,84.0730734589165,89.06968251839264,197.72568612172705,239.12360887426914
161,45.446091801006894,16.786280930160338,74.00092080915813,79.03545867327418,190.39085983287984,236.7466323850417
162,33.91017202856434,8.974945733140231,86.01886574843502,91.05386890291248,201.38870140776103,245.0482437982511
163,1.5359073515410948,37.31220356986647,118.39994702061753,123.43661772454087,234.11630763410045,276.353642771058
164,11.614376832672596,27.893737466049764,107.83292067196787,112.86906089192209,223.72826359740554,266.9164014507386
165,43.50724556206504,14.928098484298243,75.93496635426679,80.97124189082606,192.14873752180912,238.02264391399254
166,38.74983313041796,0.1674059642503429,84.25458317883258,89.24770880213535,197.79191400712457,239.03136431400677
167,27.238151535073712,23.216172506330636,93.55139037205514,98.56199556286832,210.5167992628651,257.02435645334685
168,44.6448910472794,15.736100604058922,74.795090047778,79.83099729836792,191.0633598994491,237.12401631147412
169,43.99519346094797,15.487886698943043,75.4446100843664,80.4803574358004,191.72077041169726,237.7496103080118
170,10.035652037526697,40.00946113394182,116.38988815068198,121.399720731683,233.2701947811011,278.3929809791456
171,14.778875291885807,28.805040641782455,105.57563615797126,110.6007580618381,222.12463645126886,266.8860153613473
172,41.574655219188415,77.6668083487451,160.64506342652217,165.68185731733388,275.48564019669,313.94818534620146
173,11.870240465395357,26.817841072434064,108.2276971681037,113.26481094451243,223.65250781544057,265.9175189882311
174,44.41360843811713,15.855870806951678,75.02679417683262,80.06223608823329,191.33565332268117,237.45802958561822
175,5.410320752993264,43.226064067604995,122.60928783809631,127.63733906125906,238.94566134659954,282.32645208669703
176,21.349312983383626,18.052385793314848,98.50018418280611,103.53708798807546,213.9751159164161,256.94398385598623
177,36.0983595091537,17.003952343665937,83.59562575936533,88.62181498045622,200.26123750354225,246.56974017252415
178,34.8329134885005,17.382530296832666,84.91232578945808,89.93753965333973,201.59793128619197,247.8720369494917
179,1.165214001632865,37.6442336126553,118.65617820576392,123.69266073991471,234.40511862948898,276.69424403810206
180,14.301035860599969,27.717071668868833,105.50927573054156,110.53945884635559,221.85814870246085,266.1488256762019
181,47.604761335405975,18.74096787790928,71.87546049929024,76.90761117789386,188.42226198844295,235.2494678452495
182,22.72251003270032,19.046233014185326,96.71733394838762,101.75311059241558,212.7612136758775,256.9117508987054
183,22.635251604913094,22.15302370101116,97.19620439416367,102.22354027369802,213.72241997811093,258.8903890588676
184,43.379392971111386,15.141612881526672,76.06046237281859,81.0962951897408,192.32093756258263,238.27516424574745
185,42.01575144061141,11.665571108544974,77.61228395452174,82.64899850971494,193.3376165635907,238.216795870035
186,45.85975482421307,17.099720035662525,73.58973032960121,78.62403198509114,190.0001066286538,236.42617165847102
187,33.921215799753746,8.848412171793136,86.03543619693686,91.07020177698519,201.38094805257097,244.99977824249538
188,25.803826035551587,20.590448353632556,94.05493376414614,99.08075737014595,210.65564143567713,256.18125678790136
189,6.1800943827973756,32.528196168215565,113.48118807944788,118.51816450358648,229.17063016219018,271.6269300065933
190,121.47749147525194,85.80708711820968,3.5860750184919534,4.341234515444592,115.08240616644477,170.3018781532935
191,41.697419199166056,13.788525562133762,77.75259069262319,82.78927958858095,193.88658170553413,239.47859520027254
192,14.633625315608263,28.15633224727064,105.41598127793448,110.44378546771372,221.86836236316518,266.4049962284841
193,44.60115830291088,15.598655244011086,74.83962674517942,79.87573207776556,191.08648111733103,237.1029358703937
194,43.70761556490751,15.137470484554667,75.73320674158639,80.76931204351146,191.96911027619552,237.89977843604365
195,42.32455630068919,11.813689542068342,77.30339931269577,82.3400971648699,193.03049695081287,237.9363015902233
196,34.80776181970793,8.64655432219006,85.13410136656123,90.16883343851218,200.49075058842203,244.19467451806202
197,35.83802383274773,16.874029629006614,83.83783015254137,88.86458134991265,200.48353053867362,246.73033965624876
198,37.409796667612696,15.272378991639052,82.0937440315249,87.12565620187476,198.5503446142381,244.48762360176312
199,21.54724499964011,17.88097027830263,98.30023440762174,103.33713060634909,213.77574493619835,256.7587466459203
200,41.79292634303753,13.939982661645445,77.65398233903318,82.69054639485199,193.80834740637482,239.44572988402746
201,44.80106344889779,16.521473183487718,74.64825506552688,79.6825996678383,191.04390983370672,237.3648288875236
202,34.342937043906296,10.716065159355546,85.26956539345012,90.3066893453305,200.98208501915002,245.27327448595676
203,1.232114517606195,37.51007569180218,118.48195617109396,123.51837285783165,234.2434846870765,276.5675028827085
204,27.56760034537916,22.839830403242644,93.13014037078237,98.14177745436193,210.07901024342425,256.562018197738
205,47.47180354946724,18.277015234097547,71.98650107075781,77.02005317339909,188.46025589564994,235.12926977854377
206,32.919183269420095,16.88341896249474,86.72145888065255,91.74982209002505,203.2882683656265,249.17350616611114
207,14.19392095562796,47.12424278488362,122.26422798096125,127.2536649289296,239.43816772704386,285.27866009864744
208,44.44330993626527,15.761164801137188,74.99654617263884,80.03220797597713,191.2861132087356,237.37321564380298
209,44.564942295275856,15.760814660678044,74.87486890902095,79.91065263062157,191.1543727266856,237.23084592964184
210,219.61653053409466,181.2442924787842,107.44691383217396,103.14274773085876,30.49885260976346,69.5367896430972
