product_id,view_freq,bought_freq
1823,11,0
1824,7,0
335,78,0
1831,15,0
1832,26,1
1833,2,0
1842,17,1
1846,2,0
1847,62,0
1848,18,0
99,73,1
1861,12,0
1862,14,0
1863,2,0
1864,7,0
1865,10,0
1872,2,0
1873,2,0
1874,1,0
1875,2,0
1876,2,0
1878,14,0
1879,3,0
1880,8,0
1881,3,0
1890,1,0
1891,8,0
1892,5,0
1893,11,1
1894,6,0
1895,1,0
1896,1,0
1897,7,0
1898,2,0
1899,6,0
1900,16,0
1901,5,0
1902,2,0
1903,1,0
1904,7,0
1907,3,1
1908,1,0
1909,1,0
1910,1,0
1911,56,0
1912,1,0
1913,1,0
1914,1,0
1915,5,0
1923,16,1
1924,12,0
1925,9,0
1926,11,0
1927,8,0
1930,5,0
1928,17,0
1931,80,1
1932,14,0
1933,186,1
1934,139,1
1935,84,0
1936,20,0
1937,4,0
1938,9,0
1945,2,0
1957,19,1
1958,20,0
1959,19,1
1960,2,0
1961,9,1
1962,44,1
1963,2,0
1979,33,2
1980,10,1
1981,13,0
1997,3,0
1998,7,2
1999,54,1
1969,4,0
2000,7,0
2004,2,0
2005,2,0
2006,3,0
2007,9,0
2008,28,0
2011,4,0
2012,5,0
2013,21,2
2016,8,0
2019,7,1
2039,20,0
2040,41,0
2043,4,0
2023,3,0
2024,5,0
2047,17,0
2048,2,0
2049,30,1
2052,16,0
2053,5,0
2057,31,2
2058,23,0
2059,12,0
2060,4,0
2065,50,1
2071,21,0
2072,9,0
2073,6,0
2076,4,0
2077,12,0
2078,1,0
2082,10,0
2083,1,0
1534,68,2
2093,74,1
2094,5,0
2086,23,0
2095,6,0
2096,19,0
2097,5,0
2100,5,0
2101,2,0
2102,2,0
2103,19,0
2104,4,0
2107,34,0
2108,93,0
2119,9,0
2120,6,0
2121,6,0
2122,8,0
2123,8,0
2124,11,0
2125,2,0
2129,10,0
2130,6,0
2133,3,0
2142,9,0
2143,7,0
2144,14,0
2145,1,0
2151,60,0
2152,6,0
2167,7,0
2168,43,0
2169,10,0
2170,3,0
2171,54,0
2172,19,0
2173,62,1
2174,45,0
2175,5,0
2176,5,0
2177,2,0
2178,4,0
2179,5,0
2180,16,1
2181,14,0
2182,5,0
2183,6,0
2184,5,0
2187,19,0
2188,27,0
2189,7,0
2190,1,0
2191,5,0
2192,25,0
437,86,1
2198,16,0
2197,15,0
2205,11,1
2206,26,0
2207,6,0
2208,6,0
2216,5,0
2218,3,0
2219,1,0
2220,2,0
2221,1,0
2222,1,0
2223,1,0
2224,1,0
2225,1,0
2226,1,0
2227,1,0
2228,1,0
2229,1,0
2230,2,0
2231,2,0
2232,1,0
2233,1,0
2234,1,0
2235,2,0
2239,4,0
2240,3,0
2241,30,2
2245,26,1
2246,10,0
2252,4,0
2264,5,0
2265,1,0
2266,2,0
2267,1,0
2268,1,0
2269,1,0
2272,9,0
2273,37,0
2274,7,1
2275,2,0
2277,18,0
2278,9,0
2282,3,0
2283,17,0
2284,1,0
2287,122,2
2288,51,0
2294,115,0
2295,14,0
2296,60,1
2300,9,0
1342,165,2
1343,27,0
2317,29,0
2320,13,1
2321,8,0
2322,2,0
2323,16,0
2324,2,0
2327,23,0
2325,3,0
2328,13,0
2326,7,0
2329,8,0
2330,6,0
2335,27,0
2336,20,0
2337,29,2
2341,2,0
2342,15,0
2343,4,0
2344,11,0
2346,2,0
2347,2,0
2348,1,0
2370,4,0
2371,16,1
1448,5,0
2378,25,0
2379,28,0
2386,2,0
2387,6,0
2388,1,0
2132,21,0
2395,78,0
2396,27,0
1357,34,1
2397,129,2
2398,3,0
2399,9,0
2400,6,0
2401,4,0
2402,8,0
2403,6,0
2404,16,0
2405,14,0
2406,12,0
2407,2,0
2408,11,0
2412,42,1
2413,9,0
2420,2,0
2421,8,1
2422,5,0
2423,6,0
2424,1,0
2427,2,0
2433,22,0
2434,12,0
747,70,0
755,22,0
2437,38,0
2438,13,0
2439,25,0
2440,10,1
2441,3,0
2442,7,0
2443,11,0
2444,11,0
2448,12,0
2449,3,0
2450,10,0
2451,3,0
2457,6,0
2458,1,0
2459,1,0
2460,5,0
2461,11,2
2462,3,1
2463,2,0
2470,3,0
2471,2,1
2472,3,0
1482,26,0
2474,36,0
2475,38,1
470,33,0
2476,45,0
788,26,1
789,26,0
2477,24,0
2481,71,1
2482,72,0
2483,27,0
2484,28,1
345,30,1
2485,2,0
2486,5,0
2487,17,0
2488,8,0
2489,8,0
1310,15,0
2490,5,0
2491,10,0
2492,3,0
2497,14,0
2498,11,0
2499,12,1
2502,7,0
2503,2,0
2506,2,0
2507,2,0
2511,23,0
2512,15,0
2513,116,1
2514,52,1
2515,9,0
2516,6,0
2520,2,1
2523,8,0
2524,4,0
2525,20,1
2526,8,1
2527,8,0
2528,9,0
2529,4,0
2534,4,0
2538,1,0
2542,19,0
2543,20,1
2549,7,0
2279,13,0
2550,1,0
2551,1,0
2552,3,0
2559,3,0
2560,33,0
2561,26,0
2562,12,0
2563,65,1
2566,21,0
2567,15,0
2568,71,0
2569,55,0
2570,15,0
2573,2,0
2575,4,0
2576,3,0
2578,14,0
2579,98,0
2580,21,2
2581,22,1
2582,31,0
2583,9,0
2586,9,0
2585,11,0
2592,14,1
2593,15,1
2594,48,0
2595,49,0
2596,23,0
2597,18,0
2598,7,0
2599,10,0
2600,8,0
2601,5,0
2602,12,0
2603,16,0
2605,37,0
2606,6,1
2607,1,0
2608,18,0
2623,42,1
1843,122,5
2627,19,0
2628,24,0
2629,38,0
2630,50,0
2292,46,0
2631,44,0
2290,163,4
2634,57,0
2635,42,0
2636,3,0
2638,1,0
104,6,0
2639,22,0
2640,23,0
2641,2,0
2646,8,0
2647,19,0
301,156,0
2648,7,0
653,62,1
2649,35,0
2650,13,0
2651,13,0
2655,3,0
2663,2,0
2664,4,0
2665,1,0
2677,4,0
2678,3,0
2679,2,0
2680,1,0
2681,4,0
2682,5,0
2683,2,0
2684,3,0
2685,3,0
2686,1,0
2687,1,0
2688,4,0
2689,1,0
2690,1,0
2691,1,0
2692,15,0
2693,3,0
2694,29,0
2697,9,0
2698,11,1
2699,2,0
2700,1,0
2701,2,0
2704,62,1
1637,86,1
2705,24,1
2706,50,0
1526,3,1
2710,4,0
2713,2,0
2714,6,0
2715,2,0
2717,21,0
2718,7,0
2719,1,0
2729,15,2
2728,27,1
2723,7,0
2720,80,1
2730,5,0
2731,6,0
2732,23,0
2733,34,1
2735,27,3
2736,14,0
2743,19,0
2748,11,0
2749,1,0
2738,98,2
2750,16,0
2751,13,0
2752,23,2
2753,7,0
2744,5,0
2754,3,0
2757,15,0
2761,10,0
2762,11,1
2763,5,0
2764,12,1
23,19,0
2771,37,0
2776,2,0
2777,3,0
2778,1,0
2781,1,0
2782,1,0
2783,5,0
2784,1,0
2785,1,0
2786,4,0
2793,16,0
2797,6,0
2798,11,0
2799,15,0
1243,8,0
1731,89,0
2800,78,1
2805,1,0
2806,3,0
2807,13,1
2816,9,0
2817,6,0
2823,4,0
2556,3,1
2824,9,0
2828,5,0
2829,10,0
2838,9,0
2839,14,0
2840,2,0
2845,136,1
2846,16,0
2847,13,0
2848,20,0
2849,35,0
2850,12,0
2851,6,0
2857,3,1
2860,25,0
2861,83,5
2866,4,0
2867,3,0
2868,1,0
2869,1,0
2873,23,1
997,50,0
2874,9,0
983,22,0
2877,1,0
2878,3,0
2879,3,0
2880,1,0
2883,11,0
2888,4,0
2889,10,0
2890,5,0
2896,81,0
2897,21,0
2898,10,0
2899,15,0
2900,3,0
2901,7,0
2902,16,0
2903,5,0
2904,4,0
2905,10,0
2906,16,0
2907,11,0
2908,8,0
2909,10,0
2910,10,0
2911,8,0
2912,30,0
2913,60,1
2914,23,0
2915,6,0
2919,21,2
2920,28,1
2929,75,5
2933,41,1
2930,30,2
2944,29,0
2945,6,0
2946,66,0
7,312,2
2947,81,0
300,95,2
2948,44,0
2949,50,0
2950,7,0
2951,15,1
2952,15,0
2953,2,0
2954,39,0
2955,33,0
2956,32,0
2957,2,0
2959,4,0
2960,37,0
2963,7,0
2964,34,3
2967,10,0
2968,3,0
2969,4,0
2970,15,0
2974,1,0
2975,3,0
2976,1,0
2977,1,0
2978,1,0
2981,2,0
2982,2,0
2983,5,0
2984,2,0
2985,2,0
2986,1,0
2987,1,0
2988,1,0
2989,1,0
2990,3,0
2991,2,0
2992,2,0
2998,12,0
2999,22,2
3003,5,0
3004,8,0
3007,6,0
3008,7,0
3009,7,0
3010,2,0
3011,6,0
3012,6,0
3015,1,0
3016,1,0
3017,9,2
3022,33,0
3023,8,0
3024,8,0
3025,6,0
3026,3,2
3027,14,0
3028,6,0
3029,5,0
3030,2,0
3031,1,1
3032,3,1
3042,1,0
3043,1,0
3044,2,0
3045,1,0
3046,1,0
3047,1,0
3048,3,0
3051,17,0
3052,6,0
3053,6,0
3054,5,0
3055,15,0
3056,1,0
3061,2,0
3062,5,0
3067,4,0
3068,6,0
1595,140,3
1608,29,0
1827,11,0
3069,7,0
3070,1,0
3071,4,0
974,12,0
3075,12,0
1720,97,0
3076,31,0
3077,10,0
3081,26,1
3082,23,1
2740,19,1
3083,77,1
3084,2,0
3092,6,0
3093,11,0
3094,5,0
3095,4,0
3097,6,0
3098,7,0
3100,16,1
1260,19,1
3101,2,0
3102,16,1
3103,4,0
3106,3,0
3107,4,0
3108,8,0
3113,3,0
3114,4,1
3115,10,0
3118,1,0
3119,12,1
3120,5,0
3125,3,0
3126,6,0
3127,4,1
3128,2,0
3137,8,0
3138,5,0
3143,49,0
3144,6,1
3145,12,0
3146,6,0
3147,7,0
1588,68,0
3151,16,1
3152,22,1
3153,8,0
3156,2,0
3157,5,0
3158,3,0
3162,17,1
3163,4,0
3164,59,0
1869,120,3
1867,76,0
2770,27,0
3165,11,1
3166,3,0
3167,5,0
3172,1,0
3173,1,0
3182,1,0
3183,1,0
3184,2,0
3185,1,0
3186,2,0
3187,2,0
3188,2,0
3189,1,0
3190,1,0
3191,1,0
3203,1,0
3204,4,1
3205,1,0
3206,1,0
3207,2,1
3208,3,0
3209,1,0
3210,1,0
3211,1,0
3212,1,0
3213,1,0
3214,1,0
3215,4,0
3216,1,0
3217,5,1
3218,1,0
3219,5,0
3220,6,0
3221,2,0
3228,6,0
3229,5,0
3230,8,0
3231,4,0
3250,8,0
3196,3,0
3195,9,0
3251,12,0
3252,8,0
3253,3,0
3254,9,1
3255,7,0
3256,13,0
482,5,0
3262,18,0
3264,1,0
3265,10,0
3266,4,0
3270,16,0
3272,11,0
3273,13,0
3274,6,0
3275,18,0
3276,6,0
3281,18,0
3282,51,0
3283,42,1
3286,149,3
316,121,0
3287,120,1
3292,28,0
3293,2,0
3297,16,0
3298,10,0
3299,4,0
3315,6,0
3316,1,0
3319,2,0
3320,1,0
3321,2,0
360,88,0
3322,35,1
3323,4,1
3325,15,0
3327,16,0
3328,3,0
545,7,1
3332,1,0
3333,1,0
3334,1,0
3335,1,0
3339,2,0
3341,23,0
3349,5,1
3350,2,0
3351,1,0
3352,5,1
3360,50,0
3361,11,0
3362,5,0
3363,3,0
3364,4,0
3365,9,0
3366,9,0
3367,4,0
3368,13,0
3369,23,0
3370,7,0
3371,5,0
3372,7,0
3373,3,0
3374,4,0
3375,2,0
3376,3,0
3377,1,0
3384,13,0
3387,9,0
438,43,2
3388,2,0
3389,2,0
3390,1,0
3392,4,0
3395,12,0
3396,25,0
3397,15,0
3398,12,0
3399,4,1
3402,59,0
431,35,0
3403,30,0
3404,30,0
3405,35,0
3406,78,0
3428,45,0
3429,11,0
3430,60,1
3431,11,1
3432,7,0
3433,3,1
3434,54,0
3435,4,0
3437,17,0
3438,36,0
3439,14,1
3443,25,3
3444,46,1
3445,58,6
3450,7,0
3455,14,0
3457,16,0
3458,14,0
3459,8,0
3460,3,0
3461,5,0
3462,4,0
3463,5,0
3464,4,0
3465,6,0
3466,4,0
3468,2,0
3469,5,0
1860,4,0
3470,10,0
3475,1,0
3476,3,0
3477,5,0
3478,4,0
3479,6,0
3483,7,0
3484,36,0
3485,8,0
3486,3,0
1656,101,2
3502,94,2
3532,6,0
3543,13,0
3547,43,1
3529,3,1
3530,1,0
3549,6,0
3550,3,0
3554,9,0
3555,3,0
3556,5,0
3560,17,0
3561,18,1
3562,3,0
3563,17,0
3564,18,1
3565,5,0
3566,16,0
3567,13,0
3568,19,0
3569,11,1
3570,8,0
3571,1,0
3572,2,0
3573,4,0
3574,1,0
3575,3,0
3576,5,0
3577,10,0
3578,3,0
3579,1,0
3580,2,0
3581,6,0
3582,51,0
3583,20,2
3584,8,1
3585,8,0
3586,14,0
3587,5,0
3588,16,0
3589,1,0
3590,2,0
3591,1,0
3592,3,0
3593,4,0
3594,2,0
3595,1,0
836,5,0
3596,4,0
3597,5,0
3598,3,0
3608,74,1
3609,3,0
3610,56,2
3611,7,0
3612,48,3
3613,16,3
3614,38,0
3615,10,0
3616,8,0
3617,8,0
3605,10,0
3618,13,0
3619,16,1
3620,10,0
3621,15,0
3622,16,0
3623,5,1
3624,18,0
3625,30,1
3626,4,0
3627,5,0
3628,5,0
3629,4,0
3630,13,0
3631,3,0
3632,12,0
3633,1,0
3634,3,0
3635,4,0
3636,18,0
3637,5,0
3638,4,0
3639,6,0
3640,6,0
3641,3,0
3642,17,0
3643,11,0
3644,10,2
3645,3,1
3646,25,0
3647,12,0
3648,10,0
3649,18,0
3650,41,4
3652,5,0
3653,6,0
3654,24,0
3655,6,0
3656,8,0
3657,16,0
3658,9,0
3659,7,0
3660,6,0
3661,2,0
3662,4,0
3663,2,0
3664,10,0
3665,9,0
3666,6,0
3667,7,0
3668,6,0
3669,2,0
3670,15,0
3671,7,0
3672,4,0
3673,16,1
3674,4,0
3675,20,0
3676,17,0
3677,2,0
3678,2,0
3679,2,0
3680,18,0
3681,19,0
3682,11,0
3683,2,0
3684,8,1
3685,25,0
3686,9,0
3687,9,0
3692,13,0
3693,12,0
3694,6,0
3695,2,0
3696,2,0
3699,10,0
3700,4,0
3711,23,1
3708,2,0
3706,18,0
3713,5,0
3716,1,0
3701,8,0
3718,158,1
3719,65,0
3720,21,0
3721,16,0
3722,12,0
3723,29,0
3724,10,0
3725,1,0
3726,1,0
3730,7,0
3731,6,0
3732,2,0
3733,2,0
3734,1,0
3741,12,1
3742,1,0
3744,5,0
1522,7,1
3745,7,0
3746,5,0
3756,18,0
3757,5,0
773,9,0
3764,6,0
3765,5,0
3766,3,0
3767,12,0
3772,12,1
3773,11,0
3774,2,0
3775,3,0
3776,2,0
3778,3,0
3779,7,1
3780,4,0
3783,6,0
3784,65,3
3789,3,0
3790,7,1
3794,8,0
3795,8,0
3796,5,0
3799,5,0
3800,2,0
3801,7,0
3808,6,0
3809,20,2
3804,7,0
3820,6,0
3821,3,0
3822,3,0
3825,38,0
3826,25,0
3841,3,0
3842,22,0
3843,4,0
3847,21,0
3862,2,0
3863,5,0
3864,3,0
3866,107,1
3867,2,0
3868,46,0
1868,83,0
3869,8,0
183,68,0
3870,70,2
3873,2,0
3874,14,0
3877,2,0
3878,3,0
3879,4,0
3880,2,0
3882,131,0
3358,30,0
3883,3,0
3884,1,0
3885,2,0
3886,9,0
3887,3,0
3888,17,0
3896,16,1
3897,34,0
3898,28,0
3859,9,0
3904,14,0
526,3,0
3905,2,0
3908,2,0
